repo,stars,forks,watchers,open_issues,language,license,archived,disabled,created_at,updated_at,pushed_at,size_kb,has_wiki,has_pages,default_branch,topics,homepage,description,html_url,contributors,closed_issues,issue_resolution_rate,days_since_last_update,commits_window,stars_n,commits_n,contributors_n,issues_n,staleness_n,readme_score,ci_test_score,domain,domain_weight,composite_v2,key,bench_score,pass_score,latency_score,final_score 
zjunlp/MolGen,177,15,6,1,Python,MIT,False,False,2023-01-04T02:38:28Z,2025-10-17T18:22:58Z,2024-12-17T15:33:14Z,17242,True,False,main,generation;huggingface;iclr2024;language-model;molecular-generation;molecular-optimization;molecule;molgen;multitask;pre-trained-language-models;pre-trained-model;pre-training;pytorch;selfies;targeted-molecular-generation,https://huggingface.co/spaces/zjunlp/MolGen,[ICLR 2024] Domain-Agnostic Molecular Generation with Chemical Feedback,https://github.com/zjunlp/MolGen,0,0,0.0,316,0,0.0052574929624109,0.0,0.0,0.0,0.7030075187969924,0.7999999999999999,0.0,chem,0.95,0.1817846379485723,molgen,0.0,,,0.1272492465640006
tern-tools/tern,1003,189,31,62,Python,BSD-2-Clause,False,False,2017-11-27T23:32:17Z,2025-10-09T17:25:19Z,2024-03-12T22:41:47Z,6930,True,False,main,compliance;containers;dependencies;docker;metadata-extraction;open-source;oss-compliance;python;risk-management;sbom;software-composition-analysis;spdx;supply-chain-security;tool,,"Tern is a software composition analysis tool and Python library that generates a Software Bill of Materials for container images and Dockerfiles. The SBOM that Tern generates will give you a layer-by-layer view of what's inside your container in a variety of formats including human-readable, JSON, HTML, SPDX and more.",https://github.com/tern-tools/tern,0,0,0.0,595,0,0.039451896009273,0.0,0.0,0.0,0.4407894736842105,1.0,0.0,material,0.9,0.1817723939132481,tern,0.0,,,0.12724067573927367
MIRALab-USTC/AI4Sci-MiCaM,57,10,0,4,Python,,False,False,2023-02-14T08:11:29Z,2025-10-09T21:35:16Z,2025-01-07T03:51:01Z,973,True,False,main,,,"This is the code of paper ""De Novo Molecular Generation via Connection-aware Motif Mining"". Zijie Geng, Shufang Xie, Yingce Xia, Lijun Wu, Tao Qin, Jie Wang, Yongdong Zhang, Feng Wu, Tie-Yan Liu. ICLR 2023.",https://github.com/MIRALab-USTC/AI4Sci-MiCaM,0,0,0.0,295,0,0.0002897830766683,0.0,0.0,0.0,0.7227443609022557,0.6693600000000001,0.0,ml,1.05,0.1813732123408372,ai4sci-micam,0.0,,,0.12696124863858604
ISYSLAB-HUST/ProtFlash,99,3,1,2,Python,MIT,False,False,2022-09-22T12:08:32Z,2025-10-16T03:55:25Z,2024-03-02T03:45:43Z,22,True,False,main,bioinformatics;pretrained-models;protein-embeddings;protein-language-model;protein-representation-learning;protein-sequence,,ProtFlash: A lightweight protein language model,https://github.com/ISYSLAB-HUST/ProtFlash,0,0,0.0,606,0,0.0020284815366782,0.0,0.0,0.0,0.4304511278195488,0.91488,0.0,bio,1.0,0.1806828090892905,protflash,0.0,,,0.12647796636250333
ayixon/RaPDTool,114,87,9,0,Python,MIT,False,False,2021-10-14T22:08:57Z,2025-08-18T03:13:25Z,2024-04-09T17:42:50Z,8368,True,False,2.1.0,bioinformatics;metagenome-assembled-genomes;metagenomics;microbial-taxonomy,,Rapid Profiling and Deconvolution Tool for Metagenomes,https://github.com/ayixon/RaPDTool,0,0,,568,0,0.002649445272396,0.0,0.0,0.0,0.4661654135338345,0.89,0.0,bio,1.0,0.1806464304078626,rapdtool,0.0,,,0.1264525012855038
DeepChainBio/bio-transformers,155,32,8,10,Python,Apache-2.0,False,False,2021-04-15T13:52:57Z,2025-09-02T00:10:54Z,2023-10-11T11:34:09Z,5002,True,False,main,artificial-intelligence;bioinformatics;embeddings;transformer,https://bio-transformers.readthedocs.io/en/latest/getting_started/install.html,"bio-transformers is a wrapper on top of the ESM/Protbert model, trained on millions on proteins and used to predict embeddings.",https://github.com/DeepChainBio/bio-transformers,0,0,0.0,749,0,0.0043467461500248,0.0,0.0,0.0,0.2960526315789473,1.0,0.0,bio,1.0,0.1804746123878997,bio-transformers,0.0,,,0.12633222867152977
imsb-uke/scGAN,84,27,4,0,Python,MIT,False,False,2018-09-20T15:02:50Z,2025-07-09T11:35:01Z,2024-05-27T11:45:10Z,224,True,False,master,,,Realistic in silico generation and augmentation of single cell RNA-seq data using Generative Adversarial Neural Networks,https://github.com/imsb-uke/scGAN,0,0,,520,0,0.0014075178009604,0.0,0.0,0.0,0.5112781954887218,0.8600000000000001,0.0,bio,1.0,0.1804093231090642,scgan,0.0,,,0.12628652617634495
microsoft/molecule-generation,309,42,9,6,Python,MIT,False,False,2022-02-17T19:16:29Z,2025-10-27T07:09:51Z,2024-01-04T18:10:00Z,1003,False,False,main,deep-learning;generative-model;graph-neural-networks;molecule-generation,,Implementation of MoLeR: a generative model of molecular graphs which supports scaffold-constrained generation,https://github.com/microsoft/molecule-generation,0,0,0.0,664,0,0.0107219738367279,0.0,0.0,0.0,0.3759398496240601,1.0,0.0,chem,0.95,0.180251460743264,molecule-generation,0.0,,,0.1261760225202848
pirovc/ganon,102,13,4,3,Python,MIT,False,False,2018-08-30T14:15:57Z,2025-08-18T04:45:08Z,2025-04-10T16:11:48Z,25401,True,True,master,bioinformatics;bloom-filter;genbank;gtdb;k-mer;metagenomics;microbiome;minimizers;ncbi;refseq;taxonomy,https://pirovc.github.io/ganon/,"ganon2 classifies genomic sequences against large sets of references efficiently, with integrated download and update of databases (refseq/genbank), taxonomic profiling (ncbi/gtdb), binning and hierarchical classification, customized reporting and more",https://github.com/pirovc/ganon,0,0,0.0,202,0,0.0021526742838218,0.0,0.0,0.0,0.8101503759398496,0.65752,0.0,bio,1.0,0.1800735724507493,ganon,0.0,,,0.12605150071552448
broadinstitute/cromshell,55,15,27,63,Python,BSD-3-Clause,False,False,2018-03-29T14:41:38Z,2025-06-11T08:27:06Z,2024-04-02T12:35:08Z,700,True,False,main,bioinformatics;cli;cromwell;wdl;workflow,,CLI for interacting with Cromwell  servers,https://github.com/broadinstitute/cromshell,0,0,0.0,575,0,0.0002069879119059,0.0,0.0,0.0,0.4595864661654135,0.8900000000000001,0.0,other,1.0,0.1795000441989225,cromshell,0.0,,,0.12565003093924573
777arc/PySDR,370,85,15,9,Python,NOASSERTION,False,False,2024-01-09T03:40:48Z,2025-10-26T20:28:33Z,2025-10-13T15:11:29Z,110556,False,True,master,communications;digital-signal-processing;dsp;plutosdr;rf;rtl-sdr;sdr;signal-processing;signals;usrp;wireless,https://pysdr.org/,"PySDR.org textbook source material, feel free to post issues/PRs",https://github.com/777arc/PySDR,0,0,0.0,16,0,0.0132472263619804,0.0,0.0,0.0,0.9849624060150376,0.65368,0.0,material,0.9,0.1792779172865098,pysdr,0.0,,,0.12549454210055686
torchmd/torchmd,665,84,14,10,Python,MIT,False,False,2020-02-12T14:00:42Z,2025-10-25T03:14:01Z,2025-01-16T09:41:37Z,2636,False,False,main,coarse-grained-molecular-dynamics;machine-learning;molecular-dynamics;neural-networks;pytorch;pytorch-lightning,,End-To-End Molecular Dynamics (MD) Engine using PyTorch,https://github.com/torchmd/torchmd,0,0,0.0,286,0,0.0254595131644311,0.0,0.0,0.0,0.731203007518797,0.73368,0.0,chem,0.95,0.1788509932155276,torchmd,0.0,,,0.12519569525086932
acharkq/MolCA,82,3,1,5,Python,,False,False,2023-10-17T06:02:09Z,2025-09-28T02:49:57Z,2024-02-25T03:46:35Z,49659,True,True,main,,,"Code for EMNLP2023 paper ""MolCA: Molecular Graph-Language Modeling with Cross-Modal Projector and Uni-Modal Adapter"".",https://github.com/acharkq/MolCA,0,0,0.0,612,0,0.001324722636198,0.0,0.0,0.0,0.424812030075188,0.97,0.0,chem,0.95,0.1788338401580205,molca,0.0,,,0.12518368811061434
bcgsc/tigmint,63,13,16,1,Python,GPL-3.0,False,False,2017-07-22T10:15:06Z,2025-10-16T15:30:01Z,2023-09-29T21:45:07Z,21959,True,True,master,10xgenomics;bioinformatics;bioinformatics-tool;genome-assembly;genome-scaffolding;linked-reads;misassembly-correction,https://bcgsc.github.io/tigmint/,⛓ Correct misassemblies using linked AND long reads,https://github.com/bcgsc/tigmint,0,0,0.0,760,0,0.0005381685709554,0.0,0.0,0.0,0.2857142857142857,1.0,0.0,bio,1.0,0.1786790622856196,tigmint,0.0,,,0.12507534359993372
RBVI/ChimeraX,210,38,7,60,Python,NOASSERTION,False,False,2020-09-10T19:14:37Z,2025-10-29T03:45:07Z,2025-10-29T03:45:04Z,127116,True,False,develop,,https://www.rbvi.ucsf.edu/chimerax/,Source code for molecular graphics program UCSF ChimeraX,https://github.com/RBVI/ChimeraX,0,0,0.0,0,0,0.0066236131809902,0.0,0.0,0.0,1.0,0.45888,0.0,ml,1.05,0.1786645587680079,chimerax,0.0,,,0.12506519113760553
wwood/singlem,167,20,6,46,Python,GPL-3.0,False,False,2015-05-28T13:05:43Z,2025-10-15T10:01:06Z,2025-10-02T01:44:03Z,320022,True,True,main,bioinformatics;metagenomics;microbiome,http://wwood.github.io/singlem/,Novelty-inclusive microbial (and now dsDNA phage) community profiling of shotgun metagenomes,https://github.com/wwood/singlem,0,0,0.0,27,0,0.0048435171385991,0.0,0.0,0.0,0.974624060150376,0.5330400000000001,0.0,bio,1.0,0.1783871094427574,singlem,0.0,,,0.12487097660993017
PayamDiba/SERGIO,68,31,2,18,Python,GPL-3.0,False,False,2019-07-17T20:10:02Z,2025-10-13T21:55:58Z,2024-05-08T02:56:44Z,919660,True,False,master,,,A simulator for single-cell expression data  guided by gene regulatory networks,https://github.com/PayamDiba/SERGIO,0,0,0.0,539,0,0.0007451564828614,0.0,0.0,0.0,0.493421052631579,0.7999999999999999,0.0,ml,1.05,0.1779656933877166,sergio,0.0,,,0.1245759853714016
awslabs/dgl-lifesci,776,161,14,32,Python,Apache-2.0,False,False,2020-04-23T07:14:21Z,2025-10-28T12:46:39Z,2023-11-01T19:32:07Z,986,True,False,master,bioinformatics;cheminformatics;deep-learning;dgl;drug-discovery;geometric-deep-learning;graph-neural-networks;molecule,,Python package for graph neural networks in chemistry and biology,https://github.com/awslabs/dgl-lifesci,0,0,0.0,727,0,0.0300546448087431,0.0,0.0,0.0,0.3167293233082706,0.9352,0.0,bio,1.0,0.1779638612925757,dgl-lifesci,0.0,,,0.12457470290480298
MinkaiXu/GeoDiff,388,83,4,14,Python,MIT,False,False,2022-02-12T08:18:16Z,2025-10-28T00:03:58Z,2023-05-17T06:31:05Z,2292,True,False,main,computational-biology;computational-chemistry;conformation;diffusion-models;generative-models;graph-neural-networks;iclr;iclr2022;molecule;score-matching,,Implementation of GeoDiff: a Geometric Diffusion Model for Molecular Conformation Generation (ICLR 2022).,https://github.com/MinkaiXu/GeoDiff,0,0,0.0,896,0,0.0139923828448418,0.0,0.0,0.0,0.1578947368421053,1.0,0.0,ml,1.05,0.1770173477658378,geodiff,0.0,,,0.12391214343608645
napoles-uach/stmol,205,37,4,13,Python,MIT,False,False,2020-07-29T19:00:23Z,2025-10-17T20:52:32Z,2023-12-06T15:50:28Z,11595,True,True,master,molecular;protein-structure;streamlit;visualization,https://github.com/napoles-uach/stmol,"This is the repository for the Stmol project, a Streamlit component that uses py3Dmol to render molecules.",https://github.com/napoles-uach/stmol,0,0,0.0,693,0,0.0064166252690842,0.0,0.0,0.0,0.3486842105263158,1.0,0.0,chem,0.95,0.176844158801126,stmol,0.0,,,0.12379091116078819
chembl/chembl_webresource_client,423,97,31,30,Python,NOASSERTION,False,False,2014-04-10T15:00:44Z,2025-10-21T09:34:36Z,2025-01-26T18:07:38Z,2282,True,False,master,chembl;cheminformatics;chemistry;chemoinformatics;python;rest;rest-client,https://www.ebi.ac.uk/chembl/api/data/docs,Official Python client for accessing ChEMBL API,https://github.com/chembl/chembl_webresource_client,0,0,0.0,276,0,0.0154412982281834,0.0,0.0,0.0,0.7406015037593985,0.7243999999999999,0.0,chem,0.95,0.1765179895204977,chembl_webresource_client,0.0,,,0.12356259266434837
learningmatter-mit/PatentChem,66,6,7,1,Python,MIT,False,False,2023-03-10T21:52:30Z,2025-10-14T21:09:18Z,2023-12-08T17:49:45Z,72,True,False,main,cheminformatics;chemistry;patent-data;patent-search;uspto,,Downloads USPTO patents and finds molecules related to keyword queries,https://github.com/learningmatter-mit/PatentChem,0,0,0.0,691,0,0.000662361318099,0.0,0.0,0.0,0.3505639097744361,1.0,0.0,chem,0.95,0.1759294200790102,patentchem,0.0,,,0.12315059405530712
maxhodak/keras-molecules,529,147,41,40,Python,MIT,False,False,2016-10-24T19:30:44Z,2025-10-22T18:39:04Z,2024-08-02T16:08:50Z,1071,True,False,master,,,Autoencoder network for learning a continuous representation of molecular structures.,https://github.com/maxhodak/keras-molecules,0,0,0.0,453,0,0.0198294419605895,0.0,0.0,0.0,0.5742481203007519,0.8240000000000001,0.0,chem,0.95,0.1757411654010834,keras-molecules,0.0,,,0.12301881578075836
theochem/grid,69,28,7,33,Python,LGPL-3.0,False,False,2018-09-08T20:52:45Z,2025-08-01T13:32:29Z,2025-07-15T15:22:57Z,88987,True,True,master,clenshaw-curtis;computational-chemistry;coordinate-transformation;cubature;integration;interpolation;lebedev;numerical-differentiation;numerical-integration;partial-differential-equations;python;quadrature;quantum-chemistry;quantum-chemistry-packages,https://grid.qcdevs.org/,"Python library for numerical integration, interpolation, and differentiation on (molecular) grids.",https://github.com/theochem/grid,0,0,0.0,106,0,0.0007865540652425,0.0,0.0,0.0,0.900375939849624,0.6304,0.0,chem,0.95,0.1755171595581103,grid,0.0,,,0.12286201169067719
abelcarreras/DynaPhoPy,133,54,16,3,Python,MIT,False,False,2014-06-06T02:43:08Z,2025-10-10T08:03:14Z,2025-10-02T16:30:46Z,4381,True,True,master,anharmonicity;lammps;molecular-dynamics;phonon;phonopy;vasp,http://abelcarreras.github.io/DynaPhoPy/,Phonon anharmonicity analysis from molecular dynamics,https://github.com/abelcarreras/DynaPhoPy,0,0,0.0,27,0,0.0034359993376386,0.0,0.0,0.0,0.974624060150376,0.51264,0.0,other,1.0,0.1750456058825653,dynaphopy,0.0,,,0.12253192411779569
forlilab/Meeko,307,64,11,55,Python,LGPL-2.1,False,False,2020-11-07T12:05:36Z,2025-10-28T15:33:11Z,2025-10-23T00:12:59Z,8153,True,False,release,chemistry;drug-design;drug-discovery;drug-target-interactions;molecular-modeling,https://meeko.readthedocs.io/,"Interface for AutoDock, molecule parameterization",https://github.com/forlilab/Meeko,0,0,0.0,6,0,0.0106391786719655,0.0,0.0,0.0,0.9943609022556392,0.54976,0.0,chem,0.95,0.1748265296619592,meeko,0.0,,,0.12237857076337143
anabiman/pygran,83,16,6,5,Python,GPL-2.0,False,False,2016-04-17T15:43:03Z,2025-09-26T08:09:10Z,2023-07-21T14:44:52Z,56647,True,True,master,contact-mechanics;dem;discrete-element-method;granular-mechanics;liggghts;materials;powder;python;simulation,http://pygran.org,A DEM toolkit for rapid simulation & quantitative analysis of granular systems,https://github.com/anabiman/pygran,0,0,0.0,831,0,0.0013661202185792,0.0,0.0,0.0,0.218984962406015,0.96208,0.0,ml,1.05,0.1748079062985332,pygran,0.0,,,0.12236553440897324
wangyu-sd/RetroExplainer,78,11,0,12,Python,MIT,False,False,2022-10-01T10:27:52Z,2025-09-19T14:09:04Z,2023-11-22T13:53:49Z,9459,True,False,main,retrosynthesis,,RetroExplainer: A chemical knowledge and deep-leaning guided molecular assembly approach for retrosynthesis prediction with quantitative interpretability,https://github.com/wangyu-sd/RetroExplainer,0,0,0.0,707,0,0.0011591323066732,0.0,0.0,0.0,0.3355263157894737,1.0,0.0,chem,0.95,0.1745952351382678,retroexplainer,0.0,,,0.12221666459678746
theislab/scgen,322,66,7,31,Python,GPL-3.0,False,False,2018-11-28T17:59:06Z,2025-10-21T18:58:30Z,2024-12-05T12:08:14Z,72644,True,False,master,bioinformatics;deep-learning;generative-model;scrna-seq;single-cell;single-cell-genomics;transcriptomics,https://scgen.readthedocs.io,Single cell perturbation prediction,https://github.com/theislab/scgen,0,0,0.0,328,0,0.0112601424076833,0.0,0.0,0.0,0.6917293233082706,0.68712,0.0,other,1.0,0.1744929608123637,scgen,0.0,,,0.12214507256865459
snap-stanford/UCE,223,37,11,1,Python,MIT,False,False,2023-09-27T19:19:58Z,2025-10-28T15:15:23Z,2025-02-27T02:51:26Z,307,True,False,main,,,UCE is a zero-shot foundation model for single-cell gene expression data,https://github.com/snap-stanford/UCE,0,0,0.0,244,0,0.0071617817519456,0.0,0.0,0.0,0.7706766917293233,0.6377600000000001,0.0,bio,1.0,0.1741640255233215,uce,0.0,,,0.12191481786632503
theislab/trVAE,62,12,4,3,Python,MIT,False,False,2019-05-14T06:26:59Z,2025-10-26T17:53:10Z,2024-08-02T16:21:37Z,43852,True,False,master,cvae;deep-learning;generative-model;mmd;single-cell,,Conditional out-of-distribution prediction,https://github.com/theislab/trVAE,0,0,0.0,453,0,0.0004967709885742,0.0,0.0,0.0,0.5742481203007519,0.77744,0.0,bio,1.0,0.17414016622779,trvae,0.0,,,0.12189811635945298
MGEdata/SuperalloyDigger,64,23,1,6,Python,MIT,False,False,2020-09-09T12:01:47Z,2025-10-27T06:54:07Z,2025-06-23T07:42:24Z,4223,True,False,master,,,"The functions of superalloyDigger toolkit include batch downloading documents in XML and TXT format from the Elsevier database, locating target sentences from the full text and automatically extracting triple information in the form of <material name, property specifier, value>.",https://github.com/MGEdata/SuperalloyDigger,0,0,0.0,128,0,0.0005795661533366,0.0,0.0,0.0,0.8796992481203008,0.7000000000000001,0.0,material,0.9,0.1737772542384277,superalloydigger,0.0,,,0.12164407796689937
chembl/FPSim2,154,22,20,2,Python,MIT,False,False,2018-10-25T16:41:26Z,2025-10-15T09:51:56Z,2025-09-06T09:36:03Z,6918,True,True,master,cheminformatics;chemistry;gpu;python;similarity-search,https://chembl.github.io/FPSim2,Simple package for fast molecular similarity searches,https://github.com/chembl/FPSim2,0,0,0.0,53,0,0.0043053485676436,0.0,0.0,0.0,0.950187969924812,0.5788800000000001,0.0,chem,0.95,0.1735762733707094,fpsim2,0.0,,,0.12150339135949657
scverse/rapids_singlecell,249,35,9,27,Python,MIT,False,False,2021-05-05T12:46:51Z,2025-10-28T08:16:53Z,2025-10-27T17:40:08Z,384590,False,False,main,anndata;bioinformatics;gpu;scverse;single-cell,https://rapids-singlecell.readthedocs.io/,rapids_singlecell: GPU-accelerated framework for scRNA analysis,https://github.com/scverse/rapids_singlecell,0,0,0.0,2,0,0.0082381188938565,0.0,0.0,0.0,0.9981203007518796,0.47784,0.0,bio,1.0,0.1731356538539593,rapids_singlecell,0.0,,,0.1211949576977715
QizhiPei/BioT5,120,6,3,0,Python,MIT,False,False,2023-10-11T09:00:33Z,2025-10-16T06:37:47Z,2024-09-14T14:01:09Z,1838,True,False,main,bioinformatics;computational-biology;cross-modal;machine-learning;nlp;nlp-applications,https://arxiv.org/abs/2310.07276,BioT5 (EMNLP 2023) and BioT5+ (ACL 2024 Findings),https://github.com/QizhiPei/BioT5,0,0,,410,0,0.0028978307666832,0.0,0.0,0.0,0.6146616541353384,0.7378399999999999,0.0,bio,1.0,0.1727217315668704,biot5,0.0,,,0.12090521209680927
GoekeLab/xpore,158,23,8,33,Python,MIT,False,False,2020-01-06T07:44:22Z,2025-09-07T22:27:52Z,2024-11-07T01:33:32Z,5238,True,False,master,genomics;machine-learning;modification;nanopore;nanopore-sequencing;python;rna;rna-modifications;rna-seq;transcriptomics,https://xpore.readthedocs.io/,Identification of differential RNA modifications from nanopore direct RNA sequencing,https://github.com/GoekeLab/xpore,0,0,0.0,356,0,0.0044709388971684,0.0,0.0,0.0,0.6654135338345865,0.7002400000000001,0.0,bio,1.0,0.1724715411628923,xpore,0.0,,,0.12073007881402459
sanger-pathogens/circlator,248,57,19,60,Python,NOASSERTION,False,False,2015-04-16T09:34:48Z,2025-10-07T14:47:55Z,2024-04-06T09:59:15Z,26993,True,True,master,bioinformatics;bioinformatics-pipeline;genomics;global-health;infectious-diseases;next-generation-sequencing;pathogen;research;sequencing,http://sanger-pathogens.github.io/circlator/,A tool to circularize genome assemblies,https://github.com/sanger-pathogens/circlator,0,0,0.0,571,0,0.0081967213114754,0.0,0.0,0.0,0.4633458646616541,0.8296,0.0,bio,1.0,0.1724139307284605,circlator,0.0,,,0.12068975150992235
FAIRmat-NFDI/nomad,95,25,3,30,Python,Apache-2.0,False,False,2021-02-18T09:04:02Z,2025-10-28T14:03:08Z,2025-10-28T14:03:03Z,469868,False,False,develop,,https://nomad-lab.eu,"NOMAD lets you manage and share your materials science data in a way that makes it truly useful to you, your group, and the community.",https://github.com/FAIRmat-NFDI/nomad,0,0,0.0,1,0,0.0018628912071535,0.0,0.0,0.0,0.99906015037594,0.6083999999999999,0.0,material,0.9,0.1723847339511222,nomad,0.0,,,0.12066931376578553
vanallenlab/comut,95,27,7,14,Python,MIT,False,False,2020-03-11T19:31:26Z,2025-09-09T09:17:21Z,2024-08-01T20:59:53Z,16475,True,False,master,,,CoMut is a Python library for visualizing genomic and phenotypic information via comutation plots,https://github.com/vanallenlab/comut,0,0,0.0,453,0,0.0018628912071535,0.0,0.0,0.0,0.5742481203007519,0.70848,0.0,ml,1.05,0.1722728597850812,comut,0.0,,,0.12059100184955683
