full_name,html_url,description,language,stargazers_count,forks_count,open_issues_count,archived,topics,license,pushed_at,created_at,updated_at,default_branch
google/speaker-id,https://github.com/google/speaker-id,"This repository contains audio samples and supplementary materials accompanying publications by the ""Speaker, Voice and Language"" team at Google.",Python,434,38,0,False,source-separation;speaker-diarization;speaker-identification;speaker-recognition;speaker-verification,Apache-2.0,2025-08-12T17:57:16Z,2018-10-05T15:16:17Z,2025-10-18T07:38:16Z,master
owasp-dep-scan/blint,https://github.com/owasp-dep-scan/blint,blint is a Binary Linter that checks the security properties and capabilities of your executables. It can also generate a Software Bill-of-Materials (SBOM) for supported binaries.,Python,417,42,44,False,binary;cyclonedx;depscan;fuzzing;malware;sbom;supply-chain-analytics;supply-chain-security,MIT,2025-10-28T07:08:47Z,2023-01-21T15:42:23Z,2025-10-28T07:08:51Z,main
jkitchin/dft-book,https://github.com/jkitchin/dft-book,"A book on modeling materials using VASP, ase and vasp",Python,404,146,1,False,,,2024-08-01T18:26:18Z,2012-07-13T16:31:52Z,2025-10-29T00:20:35Z,master
zzzyuqing/DreamMat,https://github.com/zzzyuqing/DreamMat,[SIGGRAPH2024] DreamMat: High-quality PBR Material Generation with Geometry- and Light-aware Diffusion Models,Python,381,18,19,False,,MIT,2024-09-03T10:30:03Z,2024-05-22T02:22:56Z,2025-10-27T11:13:54Z,main
trailofbits/it-depends,https://github.com/trailofbits/it-depends,A tool to automatically build a dependency graph and Software Bill of Materials (SBOM) for packages and arbitrary source code repositories.,Python,372,20,23,False,dependency-analysis;dependency-graph;hacktoberfest;hacktoberfest2021;sbom;sbom-generator;sbom-tool;vulnerability-scanner,LGPL-3.0,2025-10-20T15:13:20Z,2021-01-28T23:18:50Z,2025-10-08T18:51:12Z,master
PMEAL/porespy,https://github.com/PMEAL/porespy,A set of tools for characterizing and analyzing 3D images of porous materials,Python,371,110,41,False,3d-images;image-analysis;porespy;porous-materials;porous-media;python;scientific-visualization;tomography;voxel-generator,MIT,2025-10-27T04:31:25Z,2015-05-06T20:35:41Z,2025-10-21T16:29:00Z,dev
777arc/PySDR,https://github.com/777arc/PySDR,"PySDR.org textbook source material, feel free to post issues/PRs",Python,370,85,9,False,communications;digital-signal-processing;dsp;plutosdr;rf;rtl-sdr;sdr;signal-processing;signals;usrp;wireless,NOASSERTION,2025-10-13T15:11:29Z,2024-01-09T03:40:48Z,2025-10-26T20:28:33Z,master
SJTU-DMTai/MASTER,https://github.com/SJTU-DMTai/MASTER,"This is the official code and supplementary materials for our AAAI-2024 paper: MASTER: Market-Guided Stock Transformer for Stock Price Forecasting. MASTER is a stock transformer for stock price forecasting, which models the momentary and cross-time stock correlation and guide feature selection with market information.",Python,367,85,0,False,,MIT,2025-06-26T15:01:29Z,2023-12-16T12:34:28Z,2025-10-28T07:41:09Z,master
usnistgov/jarvis,https://github.com/usnistgov/jarvis,About JARVIS-Tools: an open-source software package for data-driven atomistic materials design. Publications: https://scholar.google.com/citations?user=3w6ej94AAAAJ https://www.youtube.com/@dr_k_choudhary,Python,357,131,49,False,ai;atomistic-simulations;dft;lammps;materials-informatics;md;mgi;pytorch;quantum-computing;scikit-learn;tensorflow;vasp,NOASSERTION,2025-08-25T15:23:20Z,2017-06-22T19:34:02Z,2025-10-22T09:50:47Z,master
pycalphad/pycalphad,https://github.com/pycalphad/pycalphad,"CALPHAD tools for designing thermodynamic models, calculating phase diagrams and investigating phase equilibria.",Python,352,118,42,False,calphad;materials;materials-science;pycalphad;python;thermodynamics,NOASSERTION,2025-10-27T23:45:43Z,2014-01-15T02:58:25Z,2025-10-29T00:23:01Z,develop
debuggyo/Exo,https://github.com/debuggyo/Exo,A Material 3 inspired desktop shell for Niri and Hyprland created with Ignis.,Python,337,7,2,False,gtk4;hyprland;ignis;linux-desktop;material3;niri;python;rice;unixporn;wayland,,2025-10-28T21:04:44Z,2025-08-19T06:41:06Z,2025-10-28T23:30:31Z,main
txie-93/cdvae,https://github.com/txie-93/cdvae,An SE(3)-invariant autoencoder for generating the periodic structure of materials [ICLR 2022],Python,335,118,48,False,,MIT,2024-08-14T04:59:20Z,2021-12-09T19:40:16Z,2025-10-28T20:49:26Z,main
CycloneDX/cyclonedx-python,https://github.com/CycloneDX/cyclonedx-python,CycloneDX Software Bill of Materials (SBOM) generator for Python projects and environments,Python,333,82,21,False,bill-of-materials;bom;conda;cyclonedx;environment;hacktoberfest;owasp;package-url;pip;poetry;purl;python;python3;requirements;sbom;sbom-generator;sbom-tool;software-bill-of-materials;spdx,Apache-2.0,2025-10-27T08:31:53Z,2018-11-15T05:53:33Z,2025-10-27T08:31:50Z,main
3DTopia/MaterialAnything,https://github.com/3DTopia/MaterialAnything,[CVPR 2025 Highlight] Material Anything: Generating Materials for Any 3D Object via Diffusion,Python,318,15,15,False,3d;computer-vision;generative-ai;graphics,NOASSERTION,2025-08-19T02:15:20Z,2024-11-21T04:23:14Z,2025-10-26T12:45:46Z,main
Kai-46/IRON,https://github.com/Kai-46/IRON,Inverse rendering by optimizing neural SDF and materials from photometric images,Python,307,24,14,False,,BSD-2-Clause,2023-11-04T04:44:54Z,2022-06-20T12:42:25Z,2025-09-08T02:56:03Z,main
PrismPipeline/QuiltiX,https://github.com/PrismPipeline/QuiltiX,"QuiltiX is a graphical node editor to edit, and author MaterialX based materials of 3D assets",Python,307,37,11,False,3d;3d-graphics;materialx;nodegraph;openusd;pyside;python;qt;real-time-rendering;rendering;rendering-3d-graphics;universal-scene-description;usd;vfx,Apache-2.0,2025-07-03T17:45:40Z,2023-07-30T10:51:08Z,2025-10-24T23:09:22Z,main
linyuxuanlin/Wiki_MkDocs,https://github.com/linyuxuanlin/Wiki_MkDocs,基于 MkDocs & Material theme 的个人知识库,Python,304,72,2,False,blog;circuit;embedded;hardware;hardware-designs;life;semiconductor-test;wiki,MIT,2025-09-17T09:11:48Z,2022-02-09T07:09:56Z,2025-10-24T07:17:55Z,main
viewflow/cookbook,https://github.com/viewflow/cookbook,Sample projects for viewflow and django-material,Python,302,140,1,False,,,2025-01-15T11:31:45Z,2015-05-08T10:32:49Z,2025-10-23T10:51:57Z,main
clarabez/appium,https://github.com/clarabez/appium,Appium com Python: tutoriais do básico ao avançado. Material recomendado pela  documentação oficial do Appium.,Python,292,36,2,False,,,2023-10-18T02:00:44Z,2019-09-21T19:01:53Z,2025-09-25T15:07:08Z,master
Rev-RoastedDuck/Qt-RoastedDuck-Widgets,https://github.com/Rev-RoastedDuck/Qt-RoastedDuck-Widgets,🎨 基于Qt的动画特效控件实现 |  Qt widgets-based implementation of the Animation Material Design specification.😊,Python,287,39,2,False,cpp;gui;pyqt;pyside6;python;qt;ui;widgets,GPL-3.0,2025-07-08T02:53:29Z,2023-07-23T02:23:01Z,2025-10-14T10:06:00Z,main
SilenceEagle/paper_downloader,https://github.com/SilenceEagle/paper_downloader,"Download papers and supplemental materials from open-access paper website, such as AAAI, AAMAS, AISTATS, COLT, CORL, CVPR, ECCV, ICCV, ICLR, ICML, IJCAI, JMLR, NIPS, RSS, WACV.",Python,278,34,0,False,aaai;aamas;accv;aistats;colt;cvpr;eccv;iccv;iclr;icml;ijcai;jmlr;nips;paper-download;rss;wacv,MIT,2025-10-11T07:45:52Z,2019-12-03T09:34:53Z,2025-10-22T07:57:20Z,master
janosh/pymatviz,https://github.com/janosh/pymatviz,A toolkit for visualizations in materials informatics.,Python,277,37,6,False,data-visualization;machine-learning;materials-informatics;materials-science;matplotlib;plotly;plots;python;uncertainty;uncertainty-calibration,MIT,2025-10-28T21:46:46Z,2021-02-21T12:40:34Z,2025-10-28T21:46:51Z,main
facebookresearch/all-atom-diffusion-transformer,https://github.com/facebookresearch/all-atom-diffusion-transformer,Official implementation of All Atom Diffusion Transformers (ICML 2025),Python,266,30,2,False,diffusion;generation;latent-diffusion;materials;molecules;transformer,NOASSERTION,2025-09-04T05:43:30Z,2025-03-04T07:29:02Z,2025-10-26T12:45:30Z,main
astra-vision/MaterialPalette,https://github.com/astra-vision/MaterialPalette,"[CVPR 2024] Official repository of ""Material Palette: Extraction of Materials from a Single Real-world Image""",Python,266,15,1,False,albedo;computer-vision;cvpr;cvpr2024;generative-ai;material;normal;roughness;stable-diffusion,MIT,2025-05-19T21:06:24Z,2023-10-01T07:35:37Z,2025-10-16T02:04:05Z,master
IBM/materials,https://github.com/IBM/materials,Foundation Model for Materials - FM4M,Python,262,41,19,False,,Apache-2.0,2025-09-18T09:01:37Z,2024-07-24T17:50:09Z,2025-10-28T20:24:25Z,main
hackingmaterials/atomate,https://github.com/hackingmaterials/atomate,atomate is a powerful software for computational materials science and contains pre-built workflows.,Python,259,173,48,False,,NOASSERTION,2024-07-18T19:48:05Z,2015-09-23T19:53:55Z,2025-10-27T14:17:39Z,main
yuntaodu/Transfer-learning-materials,https://github.com/yuntaodu/Transfer-learning-materials,resource collection for transfer learning!,Python,249,52,0,False,domain-adaptation;machine-learning;transfer-learning,Apache-2.0,2023-08-23T09:43:30Z,2019-10-15T09:22:45Z,2025-10-10T05:55:07Z,master
materialsproject/atomate2,https://github.com/materialsproject/atomate2,atomate2 is a library of computational materials science workflows ,Python,248,128,69,False,automation;dft;high-throughput;materials-science;vasp,NOASSERTION,2025-10-28T00:08:36Z,2020-10-22T17:40:19Z,2025-10-24T19:14:31Z,main
jbms/sphinx-immaterial,https://github.com/jbms/sphinx-immaterial,Adaptation of the popular mkdocs-material material design theme to the sphinx documentation system,Python,245,37,43,False,documentation;material-design;sphinx;static;theme,NOASSERTION,2025-10-27T05:24:43Z,2021-09-25T05:35:19Z,2025-10-22T10:08:47Z,main
ziadOUA/m3-Markdown-Badges,https://github.com/ziadOUA/m3-Markdown-Badges,🏅 A Material You inspired markdown badge collection.,Python,242,7,16,False,badge;markdown;material;material-design;material-ui;material3;profile-badges;profile-readme;readme;readme-profile,GPL-3.0,2025-03-06T20:50:03Z,2022-12-22T17:19:48Z,2025-10-24T18:54:03Z,master
AdrianNunez/Fall-Detection-with-CNNs-and-Optical-Flow,https://github.com/AdrianNunez/Fall-Detection-with-CNNs-and-Optical-Flow,"Repository containing the material required to reproduce the results of the paper ""Vision-Based Fall Detection with Convolutional Neural Networks""",Python,237,62,18,False,,MIT,2023-02-15T18:33:10Z,2017-07-12T09:00:16Z,2025-10-26T05:44:28Z,master
Infiziert90/getnative,https://github.com/Infiziert90/getnative,Find the native resolution(s) of upscaled material (mostly anime),Python,235,13,1,False,,MIT,2023-12-31T16:43:48Z,2017-10-03T16:49:19Z,2025-10-14T18:24:52Z,master
libAtoms/matscipy,https://github.com/libAtoms/matscipy,Materials science with Python at the atomic-scale,Python,222,64,31,False,,LGPL-2.1,2025-10-24T18:13:56Z,2014-07-22T08:32:48Z,2025-10-27T10:30:53Z,master
Peter-Kocsis/IntrinsicImageDiffusion,https://github.com/Peter-Kocsis/IntrinsicImageDiffusion,Intrinsic Image Diffusion for Single-view Material Estimation,Python,222,20,3,False,,NOASSERTION,2025-09-29T10:59:02Z,2023-12-05T12:52:40Z,2025-09-29T10:59:06Z,main
pycroscopy/atomai,https://github.com/pycroscopy/atomai,Deep and Machine Learning for Microscopy,Python,214,40,11,False,deep-kernel-learning;deep-learning;electron-microscopy;ensemble-learning;fully-convolutional-networks;google-colaboratory;imaging;jupyter-notebook;machine-learning;materials;materials-science;microscopy;multivariate-analysis;pytorch;scanning-probe-microscopy;semantic-segmentation;variational-autoencoders,MIT,2025-06-24T07:57:00Z,2020-09-04T06:08:25Z,2025-10-17T18:52:52Z,master
uccser/cs-unplugged,https://github.com/uccser/cs-unplugged,"A collection of free teaching material that teaches Computer Science through engaging games and puzzles that use cards, string, crayons and lots of running around.",Python,212,35,115,False,computer-science;cs-unplugged;django;education;educational-materials,MIT,2025-10-22T19:51:12Z,2016-08-22T23:16:40Z,2025-10-27T02:47:46Z,develop
PKUFlyingPig/Computer-Network-A-Top-Down-Approach,https://github.com/PKUFlyingPig/Computer-Network-A-Top-Down-Approach,My learning materials for Computer Networking : A Top Down Approach,Python,211,28,0,False,,,2022-11-30T10:28:25Z,2021-03-18T13:02:25Z,2025-10-27T03:49:20Z,master
Keep-Passion/ImageStitch,https://github.com/Keep-Passion/ImageStitch,A Fast Algorithm for Material Image Sequential Stitching,Python,209,53,5,False,image-fusion;image-stitching;microscopic-images;surf-gpu,MIT,2023-06-29T14:25:36Z,2017-11-28T02:42:56Z,2025-09-14T23:08:25Z,master
beecho01/material-symbols,https://github.com/beecho01/material-symbols,"Material Symbols for Home Assistant is a collection of 15,613 Google Material Symbols for use within Home Assistant. It uses the icon-set produced and maintained by iconify.",Python,203,0,3,False,home-assistant;home-assistant-integration;material-symbols,NOASSERTION,2025-10-28T02:31:30Z,2023-07-22T20:31:17Z,2025-10-28T02:31:34Z,main
janosh/matbench-discovery,https://github.com/janosh/matbench-discovery,An evaluation framework for machine learning models simulating high-throughput materials discovery.,Python,197,48,8,False,bayesian-optimization;convex-hull;high-throughput-search;interatomic-potential;machine-learning;materials-discovery,MIT,2025-10-29T03:49:49Z,2022-06-20T18:32:44Z,2025-10-29T03:49:53Z,main
visualbruno/ComfyUI-Hunyuan3d-2-1,https://github.com/visualbruno/ComfyUI-Hunyuan3d-2-1,ComfyUI Wrapper for Hunyuan3D v2.1 - From Images to High-Fidelity 3D Assets with Production-Ready PBR Material,Python,197,21,44,False,3d;3d-generation;comfyui;hunyuan3d;hunyuan3dwrapper;image-to-3d;shape;shape-generation;texture-generation,NOASSERTION,2025-08-11T19:41:21Z,2025-06-19T15:36:35Z,2025-10-29T05:36:24Z,main
thorn-oss/perception,https://github.com/thorn-oss/perception,Perceptual hashing tools for detecting child sexual abuse material,Python,192,16,15,False,owner-data-science,Apache-2.0,2025-08-08T23:13:34Z,2019-11-01T17:28:57Z,2025-09-23T20:06:36Z,main
dimitrisdais/crack_detection_CNN_masonry,https://github.com/dimitrisdais/crack_detection_CNN_masonry,"This GitHub Repository was produced to share material relevant to the Journal paper ""Automatic crack classification and segmentation on masonry surfaces using convolutional neural networks and transfer learning"" by D. Dais, İ. E. Bal, E. Smyrou, and V. Sarhosis published in ""Automation in Construction"".",Python,189,62,9,False,,GPL-3.0,2024-12-02T22:55:41Z,2021-03-02T11:22:49Z,2025-10-28T20:28:32Z,main
Aleafy/Make_it_Real,https://github.com/Aleafy/Make_it_Real,[NeurIPS 2024] Make-it-Real: Unleashing Large Multimodal Model for Painting 3D Objects with Realistic Materials,Python,185,5,4,False,,MIT,2024-07-04T06:13:03Z,2024-04-25T14:19:09Z,2025-10-07T14:56:41Z,main
materialsproject/crystaltoolkit,https://github.com/materialsproject/crystaltoolkit,Crystal Toolkit is a framework for building web apps for materials science and is currently powering the new Materials Project website.,Python,183,64,67,False,,NOASSERTION,2025-10-28T23:28:45Z,2017-07-25T21:06:36Z,2025-10-28T23:27:17Z,main
ZexinHe/Neural-LightRig,https://github.com/ZexinHe/Neural-LightRig,[CVPR2025] Neural LightRig: Unlocking Accurate Object Normal and Material Estimation with Multi-Light Diffusion,Python,182,3,3,False,,Apache-2.0,2025-04-03T22:35:29Z,2024-12-12T19:58:50Z,2025-10-20T02:36:08Z,main
IntelLabs/matsciml,https://github.com/IntelLabs/matsciml,"Open MatSci ML Toolkit is a framework for prototyping and scaling out deep learning models for materials discovery supporting widely used materials science datasets, and built on top of PyTorch Lightning, the Deep Graph Library, and PyTorch Geometric.",Python,181,31,31,False,ai;dgl;pytorch;pytorch-lightning,MIT,2025-03-24T15:37:05Z,2022-09-13T20:27:28Z,2025-09-24T04:48:55Z,main
matajoh/fourier_feature_nets,https://github.com/matajoh/fourier_feature_nets,"Supplemental learning materials for ""Fourier Feature Networks and Neural Volume Rendering""",Python,179,25,0,False,computer-graphics;computer-vision;deep-learning;pytorch,MIT,2023-05-12T12:27:59Z,2021-09-23T15:21:46Z,2025-07-16T18:09:24Z,main
OpenTechSchool/python-beginners,https://github.com/OpenTechSchool/python-beginners,"Workshop material for ""Introduction to Programming with Python""",Python,178,296,22,False,,,2025-06-10T08:54:19Z,2012-08-27T21:32:17Z,2025-10-14T06:43:43Z,master
kealiu/ComfyUI-ZeroShot-MTrans,https://github.com/kealiu/ComfyUI-ZeroShot-MTrans,ZeST: Zero-Shot Material Transfer from a Single Image,Python,175,10,7,False,,Apache-2.0,2024-07-04T10:12:32Z,2024-04-24T07:54:40Z,2025-08-21T16:26:44Z,main
hachmannlab/chemml,https://github.com/hachmannlab/chemml,ChemML is a machine learning and informatics program suite for the chemical and materials sciences.,Python,170,33,7,False,data-science;deep-learning;drug-discovery;machine-learning;materials-informatics;quantum-mechanics,BSD-3-Clause,2025-08-20T15:31:42Z,2017-12-07T04:48:18Z,2025-10-21T13:31:28Z,master
