repo,stars,forks,watchers,open_issues,language,license,archived,disabled,created_at,updated_at,pushed_at,size_kb,has_wiki,has_pages,default_branch,topics,homepage,description,html_url
UCL/rsd-engineeringcourse,128,114,26,54,Python,NOASSERTION,False,False,2013-11-11T14:37:20Z,2025-10-19T22:47:48Z,2025-08-28T18:41:22Z,100155,True,True,main,hacktoberfest,http://github-pages.ucl.ac.uk/rsd-engineeringcourse/,Course materials for Research Software Engineering course.,https://github.com/UCL/rsd-engineeringcourse
WMD-group/SMACT,126,28,21,15,Python,MIT,False,False,2013-11-04T17:12:56Z,2025-10-28T16:18:20Z,2025-10-06T19:31:06Z,45314,True,False,master,computational-chemistry;machine-learning;materials-design;materials-informatics;materials-science;materials-screening;python,https://smact.readthedocs.io,Python package to aid materials design and informatics,https://github.com/WMD-group/SMACT
bessagroup/f3dasm,125,32,4,34,Python,BSD-3-Clause,False,False,2019-09-16T15:50:54Z,2025-10-10T00:31:22Z,2025-09-30T08:18:01Z,51092,True,False,main,computational-mechanics;data-driven;design-of-experiments;framework;machine-learning;materials-science,https://f3dasm.readthedocs.io/,Framework for Data-Driven Design & Analysis of Structures & Materials (F3DASM),https://github.com/bessagroup/f3dasm
materialsvirtuallab/matcalc,124,28,6,5,Python,BSD-3-Clause,False,False,2023-07-25T02:04:04Z,2025-10-21T06:37:49Z,2025-10-27T20:07:19Z,234025,False,True,main,learning;machine;materials;pes;properties,http://matcalc.ai/,A python library for calculating materials properties from the PES,https://github.com/materialsvirtuallab/matcalc
LearningJournal/Spark-Streaming-In-Python,124,164,7,0,Python,MIT,False,False,2020-07-21T15:04:21Z,2025-10-17T14:32:09Z,2023-08-19T11:44:44Z,20329,True,False,master,apache-spark;big-data;bigdata;data-lake;pyspark;python;spark-sql;spark-streaming,https://www.learningjournal.guru,Apache Spark 3 - Structured Streaming Course Material,https://github.com/LearningJournal/Spark-Streaming-In-Python
wmvanvliet/scns,124,23,3,2,Python,,False,False,2022-04-12T07:49:56Z,2025-08-27T13:40:44Z,2025-03-18T19:45:41Z,55,True,False,main,,,Material for the Systems and Cognitive NeuroScience online course,https://github.com/wmvanvliet/scns
mpkasp/django-bom,123,45,10,20,Python,GPL-3.0,False,False,2017-06-25T04:07:06Z,2025-09-29T12:32:13Z,2024-05-21T00:47:09Z,1129,True,False,master,,,A simple bill of materials app built using the django web framework.,https://github.com/mpkasp/django-bom
neulab/word-embeddings-for-nmt,123,19,5,1,Python,,False,False,2018-04-16T10:59:32Z,2025-09-28T14:11:28Z,2025-09-22T19:56:43Z,300,True,False,master,,,"Supplementary material for ""When and Why Are Pre-trained Word Embeddings Useful for Neural Machine Translation?"" at NAACL 2018",https://github.com/neulab/word-embeddings-for-nmt
VincentGranville/Machine-Learning,122,38,7,3,Python,,False,False,2022-01-08T20:34:01Z,2025-10-26T18:02:01Z,2025-06-22T18:43:15Z,54646,True,False,main,explainable-ai;interpretable-ai;interpretable-machine-learning;machine-learning,https://mltechniques.com/product/intuitive-machine-learning/,Material related to my book Intuitive Machine Learning. Some of this material is also featured in my new book Synthetic Data and Generative AI.,https://github.com/VincentGranville/Machine-Learning
letta-ai/sleep-time-compute,117,13,4,2,Python,MIT,False,False,2025-03-31T20:30:28Z,2025-10-15T06:08:34Z,2025-04-30T17:41:24Z,22,True,False,main,,https://arxiv.org/abs/2504.13171,accompanying material for sleep-time compute paper,https://github.com/letta-ai/sleep-time-compute
hspark1212/MOFTransformer,113,18,3,1,Python,,False,False,2021-12-11T06:30:12Z,2025-10-21T16:29:08Z,2024-06-20T06:58:46Z,1062911,True,True,master,,https://hspark1212.github.io/MOFTransformer/,"Universal Transfer Learning in Porous Materials, including MOFs.",https://github.com/hspark1212/MOFTransformer
anthony-wang/CrabNet,112,35,7,17,Python,MIT,False,False,2020-02-05T23:32:53Z,2025-10-20T14:41:51Z,2023-04-23T11:29:22Z,450059,True,False,master,attention;attention-mechanism;machine-learning;materials-informatics;materials-science;materials-screening;neural-networks;predict-materials-properties;pytorch;scikit-learn;self-attention;transformer,https://doi.org/10.1038/s41524-021-00545-1,Predict materials properties using only the composition information!,https://github.com/anthony-wang/CrabNet
M3RG-IITD/MatSciBERT,110,20,2,0,Python,GPL-3.0,False,False,2021-09-07T10:17:58Z,2025-09-15T06:01:34Z,2023-01-21T05:17:19Z,10670,True,False,main,,,Material Science Aware Language Model,https://github.com/M3RG-IITD/MatSciBERT
pulkitgupta2k/devnet-associate,109,52,27,2,Python,,False,False,2020-06-10T16:41:09Z,2025-09-09T09:03:42Z,2023-05-01T21:24:40Z,68,True,False,master,cisco;devasc;devnet,,Study material and notes for DEVNET Associate (200-901 DEVASC),https://github.com/pulkitgupta2k/devnet-associate
SMTG-Bham/ShakeNBreak,108,23,5,1,Python,MIT,False,False,2021-08-25T08:56:50Z,2025-10-19T08:21:32Z,2025-10-20T16:40:48Z,103788,True,False,main,ab-initio;computational-chemistry;dft;distortions;materials;materials-design;materials-informatics;point-defects;pymatgen;python3;science;semiconductors;structure-searching;symmetry-breaking;vasp,https://shakenbreak.readthedocs.io,Defect structure-searching employing chemically-guided bond distortions,https://github.com/SMTG-Bham/ShakeNBreak
YKQ98/Matformer,107,12,4,1,Python,MIT,False,False,2022-11-15T20:07:25Z,2025-10-20T15:14:13Z,2023-12-15T06:45:10Z,585,True,False,main,,,Official code for Periodic Graph Transformers for Crystal Material Property Prediction (NeurIPS 2022),https://github.com/YKQ98/Matformer
XD-mu/Bacterial-Atlas-Identification-Model-Based-on-MBAA-CNN,106,22,19,0,Python,,False,False,2023-08-26T11:27:19Z,2025-10-13T13:35:24Z,2024-01-12T01:39:43Z,334277,True,False,main,bacterial-classification-model;python;python3;tensorflow2,https://www.sciencedirect.com/science/article/abs/pii/S0304389425016103,Journal of Hazardous Materials 2025 “Paper-based SERS chip with adaptive attention neural network for pathogen identification”,https://github.com/XD-mu/Bacterial-Atlas-Identification-Model-Based-on-MBAA-CNN
eglaubauf/egMatLib,106,19,8,1,Python,GPL-3.0,False,False,2021-05-29T20:40:02Z,2025-10-20T14:45:30Z,2025-10-20T14:45:25Z,244287,True,False,main,addon;houdini;library;mantra;material;material-library;plugin;redshift;sidefx;sidefx-houdini;sidefxhoudini,,"Material Library for Houdini Mantra, Redshift and Arnold",https://github.com/eglaubauf/egMatLib
app-generator/django-material-kit,105,117,3,3,Python,NOASSERTION,False,False,2021-10-30T07:28:11Z,2025-10-14T19:28:33Z,2025-05-19T16:27:05Z,14297,True,False,master,bootstrap5;django-bootstrap;django-bootstrap5;django-material;django-material-design;django-material-kit;django-material-starter;django-material-template;django-material-theme;material-design;material-django-starter;material-django-template;material-kit-django;material-ui-django,https://app-generator.dev/product/material-kit/django/,Django Boilerplate - Material Kit Design | AppSeed,https://github.com/app-generator/django-material-kit
ViLab-UCSD/PhotoScene,103,10,7,0,Python,MIT,False,False,2022-03-28T08:31:41Z,2025-09-04T11:47:27Z,2023-10-24T01:05:11Z,156998,True,False,main,,,"[CVPR2022] Official implementation of PhotoScene, a framework to transfer photorealistic material and lighting for indoor scene from photo.",https://github.com/ViLab-UCSD/PhotoScene
jeffssh/CVE-2021-30860,98,27,4,1,Python,,False,False,2021-12-25T03:00:01Z,2025-10-29T04:27:29Z,2024-03-30T22:17:05Z,1566,True,False,master,,,Collection of materials relating to FORCEDENTRY,https://github.com/jeffssh/CVE-2021-30860
mala-project/mala,97,27,8,29,Python,BSD-3-Clause,False,False,2021-03-31T11:40:38Z,2025-10-16T11:05:39Z,2025-09-17T06:08:32Z,62864,True,True,develop,density-functional-theory;dft;electronic-structure;machine-learning;neural-network,https://mala-project.github.io/mala/,Materials Learning Algorithms. A framework for machine learning materials properties from first-principles data.,https://github.com/mala-project/mala
VincentGranville/Main,97,28,6,0,Python,,False,False,2022-11-27T19:52:06Z,2025-10-29T00:42:54Z,2024-09-13T08:11:49Z,44335,True,False,main,explainable-ai;gan;generative-adversarial-network;generative-ai;generative-models;machine-learning;synthetic-data,https://mltechniques.com/product/ebook-synthetic-data/,"Main folder. Material related to my books on synthetic data and generative AI. Also contains documents blending components from several folders, or covering topics spanning across multiple folders..",https://github.com/VincentGranville/Main
galaxyproject/planemo,96,95,19,301,Python,MIT,False,False,2014-10-04T00:21:23Z,2025-10-28T18:05:39Z,2025-10-21T16:04:49Z,10691,True,True,master,cli;click;commonwl;hacktoberfest;sdk;usegalaxy,https://planemo.readthedocs.io,"Command-line utilities to assist in developing Galaxy and Common Workflow Language artifacts - including tools, workflows, and training materials.",https://github.com/galaxyproject/planemo
kishanrajput23/NPTEL-The-Joy-of-Computing-using-Python,95,42,2,0,Python,MIT,False,False,2021-01-25T15:39:56Z,2025-10-24T15:38:43Z,2023-10-27T09:12:34Z,14927,True,False,main,nptel;nptel-assignments;nptel-course;nptel-courses;nptel-joc;nptel-joy-of-computing-using-python;nptel-solutions;python;python-codes;python-course;python-programming;python-tutorials;python3;resources-of-joc-course;swayam,https://www.youtube.com/channel/UC8acpUOssbWJLYtdRFMxx1A,Study materials related to this course.,https://github.com/kishanrajput23/NPTEL-The-Joy-of-Computing-using-Python
FAIRmat-NFDI/nomad,95,25,3,30,Python,Apache-2.0,False,False,2021-02-18T09:04:02Z,2025-10-29T16:31:52Z,2025-10-29T16:31:48Z,470015,False,False,develop,,https://nomad-lab.eu,"NOMAD lets you manage and share your materials science data in a way that makes it truly useful to you, your group, and the community.",https://github.com/FAIRmat-NFDI/nomad
marvel-nccr/quantum-mobile,94,32,8,36,Python,NOASSERTION,False,False,2017-10-09T22:10:36Z,2025-10-08T13:10:27Z,2025-09-09T21:57:10Z,10748,False,False,main,computational-materials-science;quantum-mobile;virtual-machine;virtualbox,https://quantum-mobile.readthedocs.io,A Virtual Machine for computational materials science,https://github.com/marvel-nccr/quantum-mobile
IndEcol/ODYM,94,49,15,6,Python,MIT,False,False,2017-12-21T22:24:57Z,2025-10-16T11:17:03Z,2025-09-26T08:33:39Z,4908,True,False,master,dynamic;mfa;scenarios,https://odym.readthedocs.io,Open Dynamic Material Systems Model,https://github.com/IndEcol/ODYM
santosomar/AI-agents-for-cybersecurity,94,33,2,0,Python,BSD-3-Clause,False,False,2024-08-06T18:31:24Z,2025-10-22T03:14:10Z,2025-10-19T04:33:53Z,12289,True,False,main,agentic-ai;agentic-rag;agents;ai;artificial-intelligence;cyber;cybersecurity;langchain;langchain-python;langgraph;langgraph-python,,"This repository contains resources and materials for the ""AI Agents and Retrieval Augmented Generation (RAG) for Cybersecurity Operations"" and other courses by Omar Santos.",https://github.com/santosomar/AI-agents-for-cybersecurity
LucMarechal/Soft-Robotics-Materials-Database,93,18,5,14,Python,ODbL-1.0,False,False,2019-03-30T16:26:00Z,2025-10-02T10:04:26Z,2024-08-19T16:42:04Z,6683,True,False,master,,,Soft Robotics Materials Database,https://github.com/LucMarechal/Soft-Robotics-Materials-Database
Hypotheses-Paradise/Hypo2Trans,92,6,6,0,Python,MIT,False,False,2023-06-07T01:10:35Z,2025-10-18T12:43:22Z,2024-10-30T13:26:39Z,3935,True,False,main,,,Single-blind supplementary materials for NeurIPS 2023 submission,https://github.com/Hypotheses-Paradise/Hypo2Trans
Freely-Given-org/BibleOrgSys,90,21,16,19,Python,GPL-3.0,False,False,2011-01-30T22:07:34Z,2025-10-26T19:28:00Z,2025-08-20T08:52:12Z,78853,True,False,main,bcv;bible;converter;pypi;python;usfm;usx,http://openscriptures.org/blog/2011/01/bible-organisational-system/,Bible Organisational System (an internationalised Python library for handling different book/chapter/verse materials like Bibles and commentaries),https://github.com/Freely-Given-org/BibleOrgSys
learning-zone/ielts-materials,89,28,1,0,Python,MIT,False,False,2020-12-22T06:00:30Z,2025-09-26T11:43:12Z,2022-12-05T09:33:18Z,95932,True,False,main,grammer;listening;reading;speaking;vocabulary;writing,,IELTS General Study Material,https://github.com/learning-zone/ielts-materials
keshavsingh3197/Python,89,180,4,180,Python,MIT,False,False,2019-02-23T16:46:32Z,2025-10-28T13:50:08Z,2023-10-26T07:39:20Z,47436,True,False,master,ai;codechef-solutions;competitive-programming;data-science;database;datastructure;digital-image-processing;geeksforgeeks-interview-prep;hackerearth;hackerearth-python;hackerearth-solutions;hackerrank-python;hackerrank-solutions;hacktoberfest;leetcode-30days-challenge;ml;nlp;programming-challenges;python-modules;python3,,"this resporatory have ml,ai,nlp,data science etc.python language related material from many websites eg. datacamp,geeksforgeeks,linkedin,youtube,udemy etc. also it include programming challange/competion solutions",https://github.com/keshavsingh3197/Python
chryzsh/awesome-bof,88,13,1,0,Python,MIT,False,False,2025-04-18T10:53:02Z,2025-10-19T07:54:01Z,2025-10-19T07:53:57Z,4144,True,True,main,,,"🧠 The ultimate, community-curated resource for Beacon Object Files (BOFs) — tutorials, how-tos, deep dives, and reference materials.",https://github.com/chryzsh/awesome-bof
sanusanth/Python-Basic-programs,86,19,2,1,Python,,False,False,2021-02-11T03:50:51Z,2025-10-22T23:44:49Z,2023-02-15T17:37:02Z,731,True,False,main,,,"What is Python? Executive Summary Python is an interpreted, object-oriented, high-level programming language with dynamic semantics. Its high-level built in data structures, combined with dynamic typing and dynamic binding, make it very attractive for Rapid Application Development, as well as for use as a scripting or glue language to connect existing components together. Python's simple, easy to learn syntax emphasizes readability and therefore reduces the cost of program maintenance. Python supports modules and packages, which encourages program modularity and code reuse. The Python interpreter and the extensive standard library are available in source or binary form without charge for all major platforms, and can be freely distributed.   Often, programmers fall in love with Python because of the increased productivity it provides. Since there is no compilation step, the edit-test-debug cycle is incredibly fast. Debugging Python programs is easy: a bug or bad input will never cause a segmentation fault. Instead, when the interpreter discovers an error, it raises an exception. When the program doesn't catch the exception, the interpreter prints a stack trace. A source level debugger allows inspection of local and global variables, evaluation of arbitrary expressions, setting breakpoints, stepping through the code a line at a time, and so on. The debugger is written in Python itself, testifying to Python's introspective power. On the other hand, often the quickest way to debug a program is to add a few print statements to the source: the fast edit-test-debug cycle makes this simple approach very effective.  What is Python? Python is a popular programming language. It was created by Guido van Rossum, and released in 1991.  It is used for:  web development (server-side), software development, mathematics, system scripting.  What can Python do?  Python can be used on a server to create web applications. Python can be used alongside software to create workflows. Python can connect to database systems. It can also read and modify files. Python can be used to handle big data and perform complex mathematics. Python can be used for rapid prototyping, or for production-ready software development.  Why Python?  Python works on different platforms (Windows, Mac, Linux, Raspberry Pi, etc). Python has a simple syntax similar to the English language. Python has syntax that allows developers to write programs with fewer lines than some other programming languages. Python runs on an interpreter system, meaning that code can be executed as soon as it is written. This means that prototyping can be very quick. Python can be treated in a procedural way, an object-oriented way or a functional way.  Good to know  The most recent major version of Python is Python 3, which we shall be using in this tutorial. However, Python 2, although not being updated with anything other than security updates, is still quite popular. In this tutorial Python will be written in a text editor. It is possible to write Python in an Integrated Development Environment, such as Thonny, Pycharm, Netbeans or Eclipse which are particularly useful when managing larger collections of Python files.  Python Syntax compared to other programming languages  Python was designed for readability, and has some similarities to the English language with influence from mathematics. Python uses new lines to complete a command, as opposed to other programming languages which often use semicolons or parentheses. Python relies on indentation, using whitespace, to define scope; such as the scope of loops, functions and classes. Other programming languages often use curly-brackets for this purpose.  Applications for Python  Python is used in many application domains. Here's a sampling.  The Python Package Index lists thousands of third party modules for Python.  Web and Internet Development  Python offers many choices for web development:  Frameworks such as Django and Pyramid. Micro-frameworks such as Flask and Bottle. Advanced content management systems such as Plone and django CMS.  Python's standard library supports many Internet protocols:  HTML and XML JSON E-mail processing. Support for FTP, IMAP, and other Internet protocols. Easy-to-use socket interface.  And the Package Index has yet more libraries:  Requests, a powerful HTTP client library. Beautiful Soup, an HTML parser that can handle all sorts of oddball HTML. Feedparser for parsing RSS/Atom feeds. Paramiko, implementing the SSH2 protocol. Twisted Python, a framework for asynchronous network programming.  Scientific and Numeric  Python is widely used in scientific and numeric computing:  SciPy is a collection of packages for mathematics, science, and engineering.  Pandas is a data analysis and modeling library. IPython is a powerful interactive shell that features easy editing and recording of a work session, and supports visualizations and parallel computing.  The Software Carpentry Course teaches basic skills for scientific computing, running bootcamps and providing open-access teaching materials. Education Python is a superb language for teaching programming, both at the introductory level and in more advanced courses.  Books such as How to Think Like a Computer Scientist, Python Programming: An Introduction to Computer Science, and Practical Programming. The Education Special Interest Group is a good place to discuss teaching issues. Desktop GUIs The Tk GUI library is included with most binary distributions of Python.  Some toolkits that are usable on several platforms are available separately:  wxWidgets Kivy, for writing multitouch applications. Qt via pyqt or pyside Platform-specific toolkits are also available:  GTK+ Microsoft Foundation Classes through the win32 extensions Software Development Python is often used as a support language for software developers, for build control and management, testing, and in many other ways.  SCons for build control.  Buildbot and Apache Gump for automated continuous compilation and testing. Roundup or Trac for bug tracking and project management. Business Applications Python is also used to build ERP and e-commerce systems:  Odoo is an all-in-one management software that offers a range of business applications that form a complete suite of enterprise management applications. Try ton is a three-tier high-level general purpose application platform.",https://github.com/sanusanth/Python-Basic-programs
